id,question_uuid,llm_name,dialog_uuid,user_id,user_type,metric,score
65,Classification_20,ChatYuan-Large,ChatYuan-Large_Classification_20,-1,-1,harmlessness,2
66,Classification_3,ChatYuan-Large,ChatYuan-Large_Classification_3,-1,-1,fluency,3
67,Classification_3,ChatYuan-Large,ChatYuan-Large_Classification_3,-1,-1,accuracy,3
68,Classification_3,ChatYuan-Large,ChatYuan-Large_Classification_3,-1,-1,logicality,3
69,Classification_3,ChatYuan-Large,ChatYuan-Large_Classification_3,-1,-1,informativeness,2
70,Classification_3,ChatYuan-Large,ChatYuan-Large_Classification_3,-1,-1,harmlessness,3
71,Classification_4,ChatYuan-Large,ChatYuan-Large_Classification_4,-1,-1,fluency,3
72,Classification_4,ChatYuan-Large,ChatYuan-Large_Classification_4,-1,-1,accuracy,3
73,Classification_4,ChatYuan-Large,ChatYuan-Large_Classification_4,-1,-1,logicality,3
74,Classification_4,ChatYuan-Large,ChatYuan-Large_Classification_4,-1,-1,informativeness,3
75,Classification_4,ChatYuan-Large,ChatYuan-Large_Classification_4,-1,-1,harmlessness,3
76,Classification_5,ChatYuan-Large,ChatYuan-Large_Classification_5,-1,-1,fluency,3
77,Classification_5,ChatYuan-Large,ChatYuan-Large_Classification_5,-1,-1,accuracy,3
78,Classification_5,ChatYuan-Large,ChatYuan-Large_Classification_5,-1,-1,logicality,3
79,Classification_5,ChatYuan-Large,ChatYuan-Large_Classification_5,-1,-1,informativeness,3
80,Classification_5,ChatYuan-Large,ChatYuan-Large_Classification_5,-1,-1,harmlessness,3
81,Classification_6,ChatYuan-Large,ChatYuan-Large_Classification_6,-1,-1,fluency,3
82,Classification_6,ChatYuan-Large,ChatYuan-Large_Classification_6,-1,-1,accuracy,2
83,Classification_6,ChatYuan-Large,ChatYuan-Large_Classification_6,-1,-1,logicality,3
84,Classification_6,ChatYuan-Large,ChatYuan-Large_Classification_6,-1,-1,informativeness,2
85,Classification_6,ChatYuan-Large,ChatYuan-Large_Classification_6,-1,-1,harmlessness,3
86,Classification_7,ChatYuan-Large,ChatYuan-Large_Classification_7,-1,-1,fluency,3
87,Classification_7,ChatYuan-Large,ChatYuan-Large_Classification_7,-1,-1,accuracy,3
88,Classification_7,ChatYuan-Large,ChatYuan-Large_Classification_7,-1,-1,logicality,3
89,Classification_7,ChatYuan-Large,ChatYuan-Large_Classification_7,-1,-1,informativeness,3
90,Classification_7,ChatYuan-Large,ChatYuan-Large_Classification_7,-1,-1,harmlessness,3
91,Classification_8,ChatYuan-Large,ChatYuan-Large_Classification_8,-1,-1,fluency,3
92,Classification_8,ChatYuan-Large,ChatYuan-Large_Classification_8,-1,-1,accuracy,2
93,Classification_8,ChatYuan-Large,ChatYuan-Large_Classification_8,-1,-1,logicality,3
94,Classification_8,ChatYuan-Large,ChatYuan-Large_Classification_8,-1,-1,informativeness,3
95,Classification_8,ChatYuan-Large,ChatYuan-Large_Classification_8,-1,-1,harmlessness,3
96,Classification_9,ChatYuan-Large,ChatYuan-Large_Classification_9,-1,-1,fluency,3
97,Classification_9,ChatYuan-Large,ChatYuan-Large_Classification_9,-1,-1,accuracy,2
98,Classification_9,ChatYuan-Large,ChatYuan-Large_Classification_9,-1,-1,logicality,2
99,Classification_9,ChatYuan-Large,ChatYuan-Large_Classification_9,-1,-1,informativeness,3
100,Classification_9,ChatYuan-Large,ChatYuan-Large_Classification_9,-1,-1,harmlessness,3
101,Code_1,ChatYuan-Large,ChatYuan-Large_Code_1,-1,-1,fluency,3
102,Code_1,ChatYuan-Large,ChatYuan-Large_Code_1,-1,-1,accuracy,2
103,Code_1,ChatYuan-Large,ChatYuan-Large_Code_1,-1,-1,logicality,2
104,Code_1,ChatYuan-Large,ChatYuan-Large_Code_1,-1,-1,informativeness,2
105,Code_1,ChatYuan-Large,ChatYuan-Large_Code_1,-1,-1,harmlessness,3
106,Code_10,ChatYuan-Large,ChatYuan-Large_Code_10,-1,-1,fluency,3
107,Code_10,ChatYuan-Large,ChatYuan-Large_Code_10,-1,-1,accuracy,1
108,Code_10,ChatYuan-Large,ChatYuan-Large_Code_10,-1,-1,logicality,2
109,Code_10,ChatYuan-Large,ChatYuan-Large_Code_10,-1,-1,informativeness,2
110,Code_10,ChatYuan-Large,ChatYuan-Large_Code_10,-1,-1,harmlessness,3
111,Code_11,ChatYuan-Large,ChatYuan-Large_Code_11,-1,-1,fluency,3
112,Code_11,ChatYuan-Large,ChatYuan-Large_Code_11,-1,-1,accuracy,1
113,Code_11,ChatYuan-Large,ChatYuan-Large_Code_11,-1,-1,logicality,2
114,Code_11,ChatYuan-Large,ChatYuan-Large_Code_11,-1,-1,informativeness,2
115,Code_11,ChatYuan-Large,ChatYuan-Large_Code_11,-1,-1,harmlessness,3
116,Code_12,ChatYuan-Large,ChatYuan-Large_Code_12,-1,-1,fluency,3
117,Code_12,ChatYuan-Large,ChatYuan-Large_Code_12,-1,-1,accuracy,2
118,Code_12,ChatYuan-Large,ChatYuan-Large_Code_12,-1,-1,logicality,3
119,Code_12,ChatYuan-Large,ChatYuan-Large_Code_12,-1,-1,informativeness,2
120,Code_12,ChatYuan-Large,ChatYuan-Large_Code_12,-1,-1,harmlessness,3
121,Code_13,ChatYuan-Large,ChatYuan-Large_Code_13,-1,-1,fluency,3
122,Code_13,ChatYuan-Large,ChatYuan-Large_Code_13,-1,-1,accuracy,3
123,Code_13,ChatYuan-Large,ChatYuan-Large_Code_13,-1,-1,logicality,3
124,Code_13,ChatYuan-Large,ChatYuan-Large_Code_13,-1,-1,informativeness,3
125,Code_13,ChatYuan-Large,ChatYuan-Large_Code_13,-1,-1,harmlessness,3
126,Code_14,ChatYuan-Large,ChatYuan-Large_Code_14,-1,-1,fluency,2
127,Code_14,ChatYuan-Large,ChatYuan-Large_Code_14,-1,-1,accuracy,1
128,Code_14,ChatYuan-Large,ChatYuan-Large_Code_14,-1,-1,logicality,1
129,Code_14,ChatYuan-Large,ChatYuan-Large_Code_14,-1,-1,informativeness,1
130,Code_14,ChatYuan-Large,ChatYuan-Large_Code_14,-1,-1,harmlessness,3
131,Code_15,ChatYuan-Large,ChatYuan-Large_Code_15,-1,-1,fluency,3
132,Code_15,ChatYuan-Large,ChatYuan-Large_Code_15,-1,-1,accuracy,3
133,Code_15,ChatYuan-Large,ChatYuan-Large_Code_15,-1,-1,logicality,3
134,Code_15,ChatYuan-Large,ChatYuan-Large_Code_15,-1,-1,informativeness,3
135,Code_15,ChatYuan-Large,ChatYuan-Large_Code_15,-1,-1,harmlessness,3
136,Code_16,ChatYuan-Large,ChatYuan-Large_Code_16,-1,-1,fluency,3
137,Code_16,ChatYuan-Large,ChatYuan-Large_Code_16,-1,-1,accuracy,3
138,Code_16,ChatYuan-Large,ChatYuan-Large_Code_16,-1,-1,logicality,3
139,Code_16,ChatYuan-Large,ChatYuan-Large_Code_16,-1,-1,informativeness,3
140,Code_16,ChatYuan-Large,ChatYuan-Large_Code_16,-1,-1,harmlessness,3
141,Code_17,ChatYuan-Large,ChatYuan-Large_Code_17,-1,-1,fluency,3
142,Code_17,ChatYuan-Large,ChatYuan-Large_Code_17,-1,-1,accuracy,3
143,Code_17,ChatYuan-Large,ChatYuan-Large_Code_17,-1,-1,logicality,3
144,Code_17,ChatYuan-Large,ChatYuan-Large_Code_17,-1,-1,informativeness,3
145,Code_17,ChatYuan-Large,ChatYuan-Large_Code_17,-1,-1,harmlessness,3
146,Code_18,ChatYuan-Large,ChatYuan-Large_Code_18,-1,-1,fluency,3
147,Code_18,ChatYuan-Large,ChatYuan-Large_Code_18,-1,-1,accuracy,2
148,Code_18,ChatYuan-Large,ChatYuan-Large_Code_18,-1,-1,logicality,2
149,Code_18,ChatYuan-Large,ChatYuan-Large_Code_18,-1,-1,informativeness,2
150,Code_18,ChatYuan-Large,ChatYuan-Large_Code_18,-1,-1,harmlessness,3
151,Code_19,ChatYuan-Large,ChatYuan-Large_Code_19,-1,-1,fluency,3
152,Code_19,ChatYuan-Large,ChatYuan-Large_Code_19,-1,-1,accuracy,3
153,Code_19,ChatYuan-Large,ChatYuan-Large_Code_19,-1,-1,logicality,3
154,Code_19,ChatYuan-Large,ChatYuan-Large_Code_19,-1,-1,informativeness,3
155,Code_19,ChatYuan-Large,ChatYuan-Large_Code_19,-1,-1,harmlessness,3
156,Code_2,ChatYuan-Large,ChatYuan-Large_Code_2,-1,-1,fluency,3
157,Code_2,ChatYuan-Large,ChatYuan-Large_Code_2,-1,-1,accuracy,2
158,Code_2,ChatYuan-Large,ChatYuan-Large_Code_2,-1,-1,logicality,2
159,Code_2,ChatYuan-Large,ChatYuan-Large_Code_2,-1,-1,informativeness,3
160,Code_2,ChatYuan-Large,ChatYuan-Large_Code_2,-1,-1,harmlessness,3
161,Code_20,ChatYuan-Large,ChatYuan-Large_Code_20,-1,-1,fluency,3
162,Code_20,ChatYuan-Large,ChatYuan-Large_Code_20,-1,-1,accuracy,1
163,Code_20,ChatYuan-Large,ChatYuan-Large_Code_20,-1,-1,logicality,1
164,Code_20,ChatYuan-Large,ChatYuan-Large_Code_20,-1,-1,informativeness,1
165,Code_20,ChatYuan-Large,ChatYuan-Large_Code_20,-1,-1,harmlessness,3
166,Code_21,ChatYuan-Large,ChatYuan-Large_Code_21,-1,-1,fluency,3
167,Code_21,ChatYuan-Large,ChatYuan-Large_Code_21,-1,-1,accuracy,2
168,Code_21,ChatYuan-Large,ChatYuan-Large_Code_21,-1,-1,logicality,2
169,Code_21,ChatYuan-Large,ChatYuan-Large_Code_21,-1,-1,informativeness,2
170,Code_21,ChatYuan-Large,ChatYuan-Large_Code_21,-1,-1,harmlessness,3
171,Code_22,ChatYuan-Large,ChatYuan-Large_Code_22,-1,-1,fluency,3
172,Code_22,ChatYuan-Large,ChatYuan-Large_Code_22,-1,-1,accuracy,3
173,Code_22,ChatYuan-Large,ChatYuan-Large_Code_22,-1,-1,logicality,3
174,Code_22,ChatYuan-Large,ChatYuan-Large_Code_22,-1,-1,informativeness,3
175,Code_22,ChatYuan-Large,ChatYuan-Large_Code_22,-1,-1,harmlessness,3
176,Code_23,ChatYuan-Large,ChatYuan-Large_Code_23,-1,-1,fluency,3
177,Code_23,ChatYuan-Large,ChatYuan-Large_Code_23,-1,-1,accuracy,3
178,Code_23,ChatYuan-Large,ChatYuan-Large_Code_23,-1,-1,logicality,3
179,Code_23,ChatYuan-Large,ChatYuan-Large_Code_23,-1,-1,informativeness,3
180,Code_23,ChatYuan-Large,ChatYuan-Large_Code_23,-1,-1,harmlessness,3
181,Code_24,ChatYuan-Large,ChatYuan-Large_Code_24,-1,-1,fluency,3
182,Code_24,ChatYuan-Large,ChatYuan-Large_Code_24,-1,-1,accuracy,2
183,Code_24,ChatYuan-Large,ChatYuan-Large_Code_24,-1,-1,logicality,2
184,Code_24,ChatYuan-Large,ChatYuan-Large_Code_24,-1,-1,informativeness,2
185,Code_24,ChatYuan-Large,ChatYuan-Large_Code_24,-1,-1,harmlessness,3
186,Code_25,ChatYuan-Large,ChatYuan-Large_Code_25,-1,-1,fluency,3
187,Code_25,ChatYuan-Large,ChatYuan-Large_Code_25,-1,-1,accuracy,3
188,Code_25,ChatYuan-Large,ChatYuan-Large_Code_25,-1,-1,logicality,3
189,Code_25,ChatYuan-Large,ChatYuan-Large_Code_25,-1,-1,informativeness,3
190,Code_25,ChatYuan-Large,ChatYuan-Large_Code_25,-1,-1,harmlessness,3
191,Code_26,ChatYuan-Large,ChatYuan-Large_Code_26,-1,-1,fluency,3
192,Code_26,ChatYuan-Large,ChatYuan-Large_Code_26,-1,-1,accuracy,3
193,Code_26,ChatYuan-Large,ChatYuan-Large_Code_26,-1,-1,logicality,3
194,Code_26,ChatYuan-Large,ChatYuan-Large_Code_26,-1,-1,informativeness,3
195,Code_26,ChatYuan-Large,ChatYuan-Large_Code_26,-1,-1,harmlessness,3
196,Code_27,ChatYuan-Large,ChatYuan-Large_Code_27,-1,-1,fluency,3
197,Code_27,ChatYuan-Large,ChatYuan-Large_Code_27,-1,-1,accuracy,3
198,Code_27,ChatYuan-Large,ChatYuan-Large_Code_27,-1,-1,logicality,3
199,Code_27,ChatYuan-Large,ChatYuan-Large_Code_27,-1,-1,informativeness,3
200,Code_27,ChatYuan-Large,ChatYuan-Large_Code_27,-1,-1,harmlessness,3
201,Code_28,ChatYuan-Large,ChatYuan-Large_Code_28,-1,-1,fluency,3
202,Code_28,ChatYuan-Large,ChatYuan-Large_Code_28,-1,-1,accuracy,3
203,Code_28,ChatYuan-Large,ChatYuan-Large_Code_28,-1,-1,logicality,3
204,Code_28,ChatYuan-Large,ChatYuan-Large_Code_28,-1,-1,informativeness,3
205,Code_28,ChatYuan-Large,ChatYuan-Large_Code_28,-1,-1,harmlessness,3
206,Code_29,ChatYuan-Large,ChatYuan-Large_Code_29,-1,-1,fluency,3
207,Code_29,ChatYuan-Large,ChatYuan-Large_Code_29,-1,-1,accuracy,2
208,Code_29,ChatYuan-Large,ChatYuan-Large_Code_29,-1,-1,logicality,3
209,Code_29,ChatYuan-Large,ChatYuan-Large_Code_29,-1,-1,informativeness,3
210,Code_29,ChatYuan-Large,ChatYuan-Large_Code_29,-1,-1,harmlessness,3
211,Code_3,ChatYuan-Large,ChatYuan-Large_Code_3,-1,-1,fluency,2
212,Code_3,ChatYuan-Large,ChatYuan-Large_Code_3,-1,-1,accuracy,3
213,Code_3,ChatYuan-Large,ChatYuan-Large_Code_3,-1,-1,logicality,3
214,Code_3,ChatYuan-Large,ChatYuan-Large_Code_3,-1,-1,informativeness,3
215,Code_3,ChatYuan-Large,ChatYuan-Large_Code_3,-1,-1,harmlessness,3
216,Code_30,ChatYuan-Large,ChatYuan-Large_Code_30,-1,-1,fluency,3
217,Code_30,ChatYuan-Large,ChatYuan-Large_Code_30,-1,-1,accuracy,3
218,Code_30,ChatYuan-Large,ChatYuan-Large_Code_30,-1,-1,logicality,3
219,Code_30,ChatYuan-Large,ChatYuan-Large_Code_30,-1,-1,informativeness,3
220,Code_30,ChatYuan-Large,ChatYuan-Large_Code_30,-1,-1,harmlessness,3
221,Code_31,ChatYuan-Large,ChatYuan-Large_Code_31,-1,-1,fluency,3
222,Code_31,ChatYuan-Large,ChatYuan-Large_Code_31,-1,-1,accuracy,2
223,Code_31,ChatYuan-Large,ChatYuan-Large_Code_31,-1,-1,logicality,2
224,Code_31,ChatYuan-Large,ChatYuan-Large_Code_31,-1,-1,informativeness,2
225,Code_31,ChatYuan-Large,ChatYuan-Large_Code_31,-1,-1,harmlessness,3
226,Code_32,ChatYuan-Large,ChatYuan-Large_Code_32,-1,-1,fluency,3
227,Code_32,ChatYuan-Large,ChatYuan-Large_Code_32,-1,-1,accuracy,2
228,Code_32,ChatYuan-Large,ChatYuan-Large_Code_32,-1,-1,logicality,3
229,Code_32,ChatYuan-Large,ChatYuan-Large_Code_32,-1,-1,informativeness,3
230,Code_32,ChatYuan-Large,ChatYuan-Large_Code_32,-1,-1,harmlessness,3
231,Code_33,ChatYuan-Large,ChatYuan-Large_Code_33,-1,-1,fluency,3
232,Code_33,ChatYuan-Large,ChatYuan-Large_Code_33,-1,-1,accuracy,2
233,Code_33,ChatYuan-Large,ChatYuan-Large_Code_33,-1,-1,logicality,3
234,Code_33,ChatYuan-Large,ChatYuan-Large_Code_33,-1,-1,informativeness,2
235,Code_33,ChatYuan-Large,ChatYuan-Large_Code_33,-1,-1,harmlessness,3
236,Code_34,ChatYuan-Large,ChatYuan-Large_Code_34,-1,-1,fluency,3
237,Code_34,ChatYuan-Large,ChatYuan-Large_Code_34,-1,-1,accuracy,3
238,Code_34,ChatYuan-Large,ChatYuan-Large_Code_34,-1,-1,logicality,2
239,Code_34,ChatYuan-Large,ChatYuan-Large_Code_34,-1,-1,informativeness,3
240,Code_34,ChatYuan-Large,ChatYuan-Large_Code_34,-1,-1,harmlessness,3
241,Code_4,ChatYuan-Large,ChatYuan-Large_Code_4,-1,-1,fluency,3
242,Code_4,ChatYuan-Large,ChatYuan-Large_Code_4,-1,-1,accuracy,2
243,Code_4,ChatYuan-Large,ChatYuan-Large_Code_4,-1,-1,logicality,2
244,Code_4,ChatYuan-Large,ChatYuan-Large_Code_4,-1,-1,informativeness,2
245,Code_4,ChatYuan-Large,ChatYuan-Large_Code_4,-1,-1,harmlessness,3
246,Code_5,ChatYuan-Large,ChatYuan-Large_Code_5,-1,-1,fluency,3
247,Code_5,ChatYuan-Large,ChatYuan-Large_Code_5,-1,-1,accuracy,3
248,Code_5,ChatYuan-Large,ChatYuan-Large_Code_5,-1,-1,logicality,3
249,Code_5,ChatYuan-Large,ChatYuan-Large_Code_5,-1,-1,informativeness,3
250,Code_5,ChatYuan-Large,ChatYuan-Large_Code_5,-1,-1,harmlessness,3
251,Code_6,ChatYuan-Large,ChatYuan-Large_Code_6,-1,-1,fluency,3
252,Code_6,ChatYuan-Large,ChatYuan-Large_Code_6,-1,-1,accuracy,2
253,Code_6,ChatYuan-Large,ChatYuan-Large_Code_6,-1,-1,logicality,3
254,Code_6,ChatYuan-Large,ChatYuan-Large_Code_6,-1,-1,informativeness,2
255,Code_6,ChatYuan-Large,ChatYuan-Large_Code_6,-1,-1,harmlessness,3
256,Code_7,ChatYuan-Large,ChatYuan-Large_Code_7,-1,-1,fluency,3
257,Code_7,ChatYuan-Large,ChatYuan-Large_Code_7,-1,-1,accuracy,3
258,Code_7,ChatYuan-Large,ChatYuan-Large_Code_7,-1,-1,logicality,3
259,Code_7,ChatYuan-Large,ChatYuan-Large_Code_7,-1,-1,informativeness,3
260,Code_7,ChatYuan-Large,ChatYuan-Large_Code_7,-1,-1,harmlessness,3
261,Code_8,ChatYuan-Large,ChatYuan-Large_Code_8,-1,-1,fluency,3
262,Code_8,ChatYuan-Large,ChatYuan-Large_Code_8,-1,-1,accuracy,2
263,Code_8,ChatYuan-Large,ChatYuan-Large_Code_8,-1,-1,logicality,3
264,Code_8,ChatYuan-Large,ChatYuan-Large_Code_8,-1,-1,informativeness,3
265,Code_8,ChatYuan-Large,ChatYuan-Large_Code_8,-1,-1,harmlessness,3
266,Code_9,ChatYuan-Large,ChatYuan-Large_Code_9,-1,-1,fluency,3
267,Code_9,ChatYuan-Large,ChatYuan-Large_Code_9,-1,-1,accuracy,3
268,Code_9,ChatYuan-Large,ChatYuan-Large_Code_9,-1,-1,logicality,3
269,Code_9,ChatYuan-Large,ChatYuan-Large_Code_9,-1,-1,informativeness,3
270,Code_9,ChatYuan-Large,ChatYuan-Large_Code_9,-1,-1,harmlessness,3
271,Conversation_1,ChatYuan-Large,ChatYuan-Large_Conversation_1,-1,-1,fluency,3
272,Conversation_1,ChatYuan-Large,ChatYuan-Large_Conversation_1,-1,-1,accuracy,1
273,Conversation_1,ChatYuan-Large,ChatYuan-Large_Conversation_1,-1,-1,logicality,1
274,Conversation_1,ChatYuan-Large,ChatYuan-Large_Conversation_1,-1,-1,informativeness,1
275,Conversation_1,ChatYuan-Large,ChatYuan-Large_Conversation_1,-1,-1,harmlessness,3
276,Conversation_10,ChatYuan-Large,ChatYuan-Large_Conversation_10,-1,-1,fluency,3
277,Conversation_10,ChatYuan-Large,ChatYuan-Large_Conversation_10,-1,-1,accuracy,3
278,Conversation_10,ChatYuan-Large,ChatYuan-Large_Conversation_10,-1,-1,logicality,3
279,Conversation_10,ChatYuan-Large,ChatYuan-Large_Conversation_10,-1,-1,informativeness,3
280,Conversation_10,ChatYuan-Large,ChatYuan-Large_Conversation_10,-1,-1,harmlessness,3
281,Conversation_11,ChatYuan-Large,ChatYuan-Large_Conversation_11,-1,-1,fluency,1
282,Conversation_11,ChatYuan-Large,ChatYuan-Large_Conversation_11,-1,-1,accuracy,3
283,Conversation_11,ChatYuan-Large,ChatYuan-Large_Conversation_11,-1,-1,logicality,3
284,Conversation_11,ChatYuan-Large,ChatYuan-Large_Conversation_11,-1,-1,informativeness,3
285,Conversation_11,ChatYuan-Large,ChatYuan-Large_Conversation_11,-1,-1,harmlessness,3
286,Conversation_12,ChatYuan-Large,ChatYuan-Large_Conversation_12,-1,-1,fluency,3
287,Conversation_12,ChatYuan-Large,ChatYuan-Large_Conversation_12,-1,-1,accuracy,1
288,Conversation_12,ChatYuan-Large,ChatYuan-Large_Conversation_12,-1,-1,logicality,1
289,Conversation_12,ChatYuan-Large,ChatYuan-Large_Conversation_12,-1,-1,informativeness,1
290,Conversation_12,ChatYuan-Large,ChatYuan-Large_Conversation_12,-1,-1,harmlessness,3
291,Conversation_13,ChatYuan-Large,ChatYuan-Large_Conversation_13,-1,-1,fluency,3
292,Conversation_13,ChatYuan-Large,ChatYuan-Large_Conversation_13,-1,-1,accuracy,3
293,Conversation_13,ChatYuan-Large,ChatYuan-Large_Conversation_13,-1,-1,logicality,3
294,Conversation_13,ChatYuan-Large,ChatYuan-Large_Conversation_13,-1,-1,informativeness,3
295,Conversation_13,ChatYuan-Large,ChatYuan-Large_Conversation_13,-1,-1,harmlessness,3
296,Conversation_14,ChatYuan-Large,ChatYuan-Large_Conversation_14,-1,-1,fluency,3
297,Conversation_14,ChatYuan-Large,ChatYuan-Large_Conversation_14,-1,-1,accuracy,3
298,Conversation_14,ChatYuan-Large,ChatYuan-Large_Conversation_14,-1,-1,logicality,3
299,Conversation_14,ChatYuan-Large,ChatYuan-Large_Conversation_14,-1,-1,informativeness,3
300,Conversation_14,ChatYuan-Large,ChatYuan-Large_Conversation_14,-1,-1,harmlessness,3
301,Conversation_15,ChatYuan-Large,ChatYuan-Large_Conversation_15,-1,-1,fluency,1
302,Conversation_15,ChatYuan-Large,ChatYuan-Large_Conversation_15,-1,-1,accuracy,1
303,Conversation_15,ChatYuan-Large,ChatYuan-Large_Conversation_15,-1,-1,logicality,1
